Year,Brand,Market_Share,Total_Market_Size
2018,Volkswagen,0.0088660151456634,4001683
2018,Hyundai,0.0194165082973761,4001683
2018,Kia,0.0056032012317315,4001683
2018,Audi,0.0652792508776455,4001683
2018,Jaguar,0.0119879041847292,4001683
2018,Rivian,0.2442433157016676,4001683
2018,Lucid,0.0266941175171144,4001683
2018,Polestar,0.0102986828926035,4001683
2018,Mercedes-Benz,0.1139640500237084,4001683
2018,Volvo,0.131765238306112,4001683
2019,Tesla,0.0280097951444108,2694407
2019,Nissan,0.0458981717534566,2694407
2019,Chevrolet,0.0674306152280734,2694407
2019,BMW,0.0599011642743775,2694407
2019,Ford,0.0197485557467082,2694407
2019,Volkswagen,0.1280611589122247,2694407
2019,Hyundai,0.1244770812629281,2694407
2019,Kia,0.0709732654321712,2694407
2019,Audi,0.0543909471436888,2694407
2019,Jaguar,0.0157587184531844,2694407
2019,Rivian,0.0189385204877602,2694407
2019,Lucid,0.0220066896870847,2694407
2019,Polestar,0.1123944722899522,2694407
2019,Mercedes-Benz,0.0531819721020487,2694407
2019,Volvo,0.1788288720819302,2694407
2020,Tesla,0.0093996146972736,4965370
2020,Nissan,0.0056979078648171,4965370
2020,Chevrolet,0.1776031820539988,4965370
2020,BMW,0.0213274115266635,4965370
2020,Ford,0.0724071012358115,4965370
2020,Volkswagen,0.0733693349633718,4965370
2020,Hyundai,0.012495470470105,4965370
2020,Kia,0.0281469677926169,4965370
2020,Audi,0.0241169989916171,4965370
2020,Jaguar,0.0164031416891267,4965370
2020,Rivian,0.0791605107092025,4965370
2020,Lucid,0.3817670641300978,4965370
2020,Polestar,0.0862589292140628,4965370
2020,Mercedes-Benz,0.0037208083119338,4965370
2020,Volvo,0.0081255563493006,4965370
2021,Tesla,0.0211935841309949,2936994
2021,Nissan,0.1072313918979498,2936994
2021,Chevrolet,0.0051618192734637,2936994
2021,BMW,0.1387847449124783,2936994
2021,Ford,0.002994109627116,2936994
2021,Volkswagen,0.019981592223178,2936994
2021,Hyundai,0.0160185047901429,2936994
2021,Kia,0.1322008067237911,2936994
2021,Audi,0.0102806064635315,2936994
2021,Jaguar,0.042819788609841,2936994
2021,Rivian,0.0945730087865255,2936994
2021,Lucid,0.1069278949113857,2936994
2021,Polestar,0.0008534034298491,2936994
2021,Mercedes-Benz,0.0561806818951717,2936994
2021,Volvo,0.2447980623245801,2936994
2022,Tesla,0.114178020789853,2698527
2022,Nissan,0.0348617108136297,2698527
2022,Chevrolet,0.1830404680280474,2698527
2022,BMW,0.0089417216699925,2698527
2022,Ford,0.0344413370426191,2698527
2022,Volkswagen,0.0385407191549576,2698527
2022,Hyundai,0.0443988108351946,2698527
2022,Kia,0.1472447963099304,2698527
2022,Audi,0.0429152193071766,2698527
2022,Jaguar,0.0857309895947232,2698527
2022,Rivian,0.0522600125544081,2698527
2022,Lucid,0.0357066406268948,2698527
2022,Polestar,0.0705114409111887,2698527
2022,Mercedes-Benz,0.0487883414096572,2698527
2022,Volvo,0.0584397709517265,2698527
2023,Tesla,0.0609831656595958,4123074
2023,Nissan,0.0576695450935608,4123074
2023,Chevrolet,0.0088970054241291,4123074
2023,BMW,0.1317422639677568,4123074
2023,Ford,0.0738936539369551,4123074
2023,Volkswagen,0.3454507149205451,4123074
2023,Hyundai,0.005317304554026,4123074
2023,Kia,0.0558972032294289,4123074
2023,Audi,0.005262112464118,4123074
2023,Jaguar,0.1172975453015265,4123074
2023,Rivian,0.0036914365508376,4123074
2023,Lucid,0.0042131774107342,4123074
2023,Polestar,0.0053365911312022,4123074
2023,Mercedes-Benz,0.0203579359817461,4123074
2023,Volvo,0.1039903443738371,4123074
