Year,Brand,Market_Share,Total_Market_Size
2019,Ford,0.01974855574670828,2694407
2019,Volkswagen,0.1280611589122247,2694407
2019,Hyundai,0.12447708126292811,2694407
2019,Kia,0.07097326543217121,2694407
2019,Audi,0.05439094714368881,2694407
2019,Jaguar,0.01575871845318448,2694407
2019,Rivian,0.0189385204877602,2694407
2019,Lucid,0.022006689687084777,2694407
2019,Polestar,0.11239447228995224,2694407
2019,Mercedes-Benz,0.05318197210204876,2694407
2019,Volvo,0.17882887208193024,2694407
2020,Tesla,0.009399614697273616,4965370
2020,Nissan,0.005697907864817171,4965370
2020,Chevrolet,0.1776031820539988,4965370
2020,BMW,0.021327411526663596,4965370
2020,Ford,0.07240710123581157,4965370
2020,Volkswagen,0.0733693349633718,4965370
2020,Hyundai,0.012495470470105026,4965370
2020,Kia,0.028146967792616998,4965370
2020,Audi,0.024116998991617136,4965370
2020,Jaguar,0.01640314168912673,4965370
2020,Rivian,0.07916051070920256,4965370
2020,Lucid,0.3817670641300978,4965370
2020,Polestar,0.08625892921406281,4965370
2020,Mercedes-Benz,0.0037208083119338077,4965370
2020,Volvo,0.00812555634930065,4965370
2021,Tesla,0.021193584130994928,2936994
2021,Nissan,0.10723139189794983,2936994
2021,Chevrolet,0.00516181927346374,2936994
2021,BMW,0.13878474491247833,2936994
2021,Ford,0.0029941096271160366,2936994
2021,Volkswagen,0.019981592223178024,2936994
2021,Hyundai,0.016018504790142968,2936994
2021,Kia,0.13220080672379117,2936994
2021,Audi,0.010280606463531527,2936994
2021,Jaguar,0.04281978860984106,2936994
2021,Rivian,0.09457300878652551,2936994
2021,Lucid,0.10692789491138573,2936994
2021,Polestar,0.0008534034298491537,2936994
2021,Mercedes-Benz,0.05618068189517179,2936994
2021,Volvo,0.24479806232458012,2936994
2022,Tesla,0.11417802078985301,2698527
2022,Nissan,0.03486171081362979,2698527
2022,Chevrolet,0.18304046802804744,2698527
2022,BMW,0.008941721669992546,2698527
2022,Ford,0.034441337042619105,2698527
2022,Volkswagen,0.038540719154957694,2698527
2022,Hyundai,0.04439881083519469,2698527
2022,Kia,0.14724479630993045,2698527
2022,Audi,0.042915219307176636,2698527
2022,Jaguar,0.08573098959472326,2698527
2022,Rivian,0.05226001255440814,2698527
2022,Lucid,0.03570664062689484,2698527
2022,Polestar,0.0705114409111887,2698527
2022,Mercedes-Benz,0.048788341409657224,2698527
2022,Volvo,0.05843977095172655,2698527
2023,Tesla,0.06098316565959589,4123074
2023,Nissan,0.05766954509356085,4123074
2023,Chevrolet,0.008897005424129118,4123074
2023,BMW,0.13174226396775685,4123074
2023,Ford,0.07389365393695518,4123074
2023,Volkswagen,0.34545071492054513,4123074
2023,Hyundai,0.0053173045540260535,4123074
2023,Kia,0.05589720322942895,4123074
2023,Audi,0.0052621124641180975,4123074
2023,Jaguar,0.11729754530152652,4123074
2023,Rivian,0.003691436550837615,4123074
2023,Lucid,0.004213177410734293,4123074
2023,Polestar,0.005336591131202249,4123074
2023,Mercedes-Benz,0.020357935981746143,4123074
2023,Volvo,0.10399034437383713,4123074
